[2025-12-25T12:59:38.576+0000][gc,metaspace] GC(8) Metaspace: 13032K(13312K)->13032K(13312K) NonClass: 11452K(11584K)->11452K(11584K) Class: 1579K(1728K)->1579K(1728K)
[2025-12-25T12:59:38.576+0000][gc          ] GC(8) Pause Young (Normal) (G1 Evacuation Pause) 762M->159M(1024M) 182.934ms
[2025-12-25T12:59:38.577+0000][gc,cpu      ] GC(8) User=0.71s Sys=0.07s Real=0.18s
[2025-12-25T13:11:12.357+0000][gc,start    ] GC(9) Pause Young (Normal) (G1 Evacuation Pause)
[2025-12-25T13:11:12.357+0000][gc,task     ] GC(9) Using 8 workers of 8 for evacuation
[2025-12-25T13:11:12.382+0000][gc,phases   ] GC(9)   Pre Evacuate Collection Set: 2.4ms
[2025-12-25T13:11:12.382+0000][gc,phases   ] GC(9)   Merge Heap Roots: 0.3ms
[2025-12-25T13:11:12.382+0000][gc,phases   ] GC(9)   Evacuate Collection Set: 20.1ms
[2025-12-25T13:11:12.382+0000][gc,phases   ] GC(9)   Post Evacuate Collection Set: 1.5ms
[2025-12-25T13:11:12.382+0000][gc,phases   ] GC(9)   Other: 0.1ms
[2025-12-25T13:11:12.382+0000][gc,heap     ] GC(9) Eden regions: 603->0(601)
[2025-12-25T13:11:12.383+0000][gc,heap     ] GC(9) Survivor regions: 11->13(77)
[2025-12-25T13:11:12.383+0000][gc,heap     ] GC(9) Old regions: 18->18
[2025-12-25T13:11:12.383+0000][gc,heap     ] GC(9) Humongous regions: 133->133
[2025-12-25T13:11:12.383+0000][gc,metaspace] GC(9) Metaspace: 13224K(13504K)->13224K(13504K) NonClass: 11640K(11776K)->11640K(11776K) Class: 1584K(1728K)->1584K(1728K)
[2025-12-25T13:11:12.383+0000][gc          ] GC(9) Pause Young (Normal) (G1 Evacuation Pause) 764M->163M(1024M) 26.301ms
[2025-12-25T13:11:12.383+0000][gc,cpu      ] GC(9) User=0.15s Sys=0.00s Real=0.03s
[2025-12-25T13:11:51.573+0000][gc,start    ] GC(10) Pause Young (Normal) (G1 Evacuation Pause)
[2025-12-25T13:11:51.573+0000][gc,task     ] GC(10) Using 8 workers of 8 for evacuation
[2025-12-25T13:11:51.596+0000][gc,phases   ] GC(10)   Pre Evacuate Collection Set: 4.4ms
[2025-12-25T13:11:51.596+0000][gc,phases   ] GC(10)   Merge Heap Roots: 0.5ms
[2025-12-25T13:11:51.596+0000][gc,phases   ] GC(10)   Evacuate Collection Set: 16.5ms
[2025-12-25T13:11:51.596+0000][gc,phases   ] GC(10)   Post Evacuate Collection Set: 1.3ms
[2025-12-25T13:11:51.597+0000][gc,phases   ] GC(10)   Other: 0.3ms
[2025-12-25T13:11:51.597+0000][gc,heap     ] GC(10) Eden regions: 601->0(605)
[2025-12-25T13:11:51.597+0000][gc,heap     ] GC(10) Survivor regions: 13->9(77)
[2025-12-25T13:11:51.597+0000][gc,heap     ] GC(10) Old regions: 18->18
[2025-12-25T13:11:51.597+0000][gc,heap     ] GC(10) Humongous regions: 133->133
[2025-12-25T13:11:51.597+0000][gc,metaspace] GC(10) Metaspace: 13439K(13760K)->13439K(13760K) NonClass: 11845K(12032K)->11845K(12032K) Class: 1594K(1728K)->1594K(1728K)
[2025-12-25T13:11:51.597+0000][gc          ] GC(10) Pause Young (Normal) (G1 Evacuation Pause) 764M->159M(1024M) 24.212ms
[2025-12-25T13:11:51.597+0000][gc,cpu      ] GC(10) User=0.16s Sys=0.01s Real=0.03s
[2025-12-25T13:12:21.867+0000][gc,start    ] GC(11) Pause Young (Normal) (G1 Evacuation Pause)
[2025-12-25T13:12:21.868+0000][gc,task     ] GC(11) Using 8 workers of 8 for evacuation
[2025-12-25T13:12:21.884+0000][gc,phases   ] GC(11)   Pre Evacuate Collection Set: 1.7ms
[2025-12-25T13:12:21.884+0000][gc,phases   ] GC(11)   Merge Heap Roots: 0.3ms
[2025-12-25T13:12:21.884+0000][gc,phases   ] GC(11)   Evacuate Collection Set: 12.7ms
[2025-12-25T13:12:21.885+0000][gc,phases   ] GC(11)   Post Evacuate Collection Set: 1.5ms
[2025-12-25T13:12:21.885+0000][gc,phases   ] GC(11)   Other: 0.3ms
[2025-12-25T13:12:21.885+0000][gc,heap     ] GC(11) Eden regions: 605->0(603)
[2025-12-25T13:12:21.885+0000][gc,heap     ] GC(11) Survivor regions: 9->11(77)
[2025-12-25T13:12:21.885+0000][gc,heap     ] GC(11) Old regions: 18->18
[2025-12-25T13:12:21.885+0000][gc,heap     ] GC(11) Humongous regions: 133->133
[2025-12-25T13:12:21.885+0000][gc,metaspace] GC(11) Metaspace: 13500K(13824K)->13500K(13824K) NonClass: 11904K(12096K)->11904K(12096K) Class: 1595K(1728K)->1595K(1728K)
[2025-12-25T13:12:21.885+0000][gc          ] GC(11) Pause Young (Normal) (G1 Evacuation Pause) 764M->161M(1024M) 17.777ms
[2025-12-25T13:12:21.885+0000][gc,cpu      ] GC(11) User=0.10s Sys=0.00s Real=0.02s
[2025-12-25T13:12:52.149+0000][gc,start    ] GC(12) Pause Young (Normal) (G1 Evacuation Pause)
[2025-12-25T13:12:52.149+0000][gc,task     ] GC(12) Using 8 workers of 8 for evacuation
[2025-12-25T13:12:52.169+0000][gc,phases   ] GC(12)   Pre Evacuate Collection Set: 2.3ms
[2025-12-25T13:12:52.169+0000][gc,phases   ] GC(12)   Merge Heap Roots: 0.2ms
[2025-12-25T13:12:52.169+0000][gc,phases   ] GC(12)   Evacuate Collection Set: 15.4ms
[2025-12-25T13:12:52.169+0000][gc,phases   ] GC(12)   Post Evacuate Collection Set: 1.3ms
[2025-12-25T13:12:52.169+0000][gc,phases   ] GC(12)   Other: 0.2ms
[2025-12-25T13:12:52.169+0000][gc,heap     ] GC(12) Eden regions: 603->0(601)
[2025-12-25T13:12:52.169+0000][gc,heap     ] GC(12) Survivor regions: 11->13(77)
[2025-12-25T13:12:52.169+0000][gc,heap     ] GC(12) Old regions: 18->18
[2025-12-25T13:12:52.169+0000][gc,heap     ] GC(12) Humongous regions: 133->133
[2025-12-25T13:12:52.169+0000][gc,metaspace] GC(12) Metaspace: 13544K(13824K)->13544K(13824K) NonClass: 11948K(12096K)->11948K(12096K) Class: 1595K(1728K)->1595K(1728K)
[2025-12-25T13:12:52.169+0000][gc          ] GC(12) Pause Young (Normal) (G1 Evacuation Pause) 764M->163M(1024M) 20.337ms
[2025-12-25T13:12:52.169+0000][gc,cpu      ] GC(12) User=0.12s Sys=0.00s Real=0.02s
[2025-12-25T13:13:31.787+0000][gc,start    ] GC(13) Pause Young (Normal) (G1 Evacuation Pause)
[2025-12-25T13:13:31.788+0000][gc,task     ] GC(13) Using 8 workers of 8 for evacuation
[2025-12-25T13:13:31.810+0000][gc,phases   ] GC(13)   Pre Evacuate Collection Set: 2.1ms
[2025-12-25T13:13:31.810+0000][gc,phases   ] GC(13)   Merge Heap Roots: 1.6ms
[2025-12-25T13:13:31.810+0000][gc,phases   ] GC(13)   Evacuate Collection Set: 16.8ms
[2025-12-25T13:13:31.810+0000][gc,phases   ] GC(13)   Post Evacuate Collection Set: 1.7ms
[2025-12-25T13:13:31.810+0000][gc,phases   ] GC(13)   Other: 0.2ms
[2025-12-25T13:13:31.810+0000][gc,heap     ] GC(13) Eden regions: 601->0(602)
[2025-12-25T13:13:31.810+0000][gc,heap     ] GC(13) Survivor regions: 13->12(77)
[2025-12-25T13:13:31.810+0000][gc,heap     ] GC(13) Old regions: 18->18
[2025-12-25T13:13:31.810+0000][gc,heap     ] GC(13) Humongous regions: 133->133
[2025-12-25T13:13:31.810+0000][gc,metaspace] GC(13) Metaspace: 13624K(13952K)->13624K(13952K) NonClass: 12027K(12224K)->12027K(12224K) Class: 1597K(1728K)->1597K(1728K)
[2025-12-25T13:13:31.811+0000][gc          ] GC(13) Pause Young (Normal) (G1 Evacuation Pause) 764M->162M(1024M) 23.979ms
[2025-12-25T13:13:31.811+0000][gc,cpu      ] GC(13) User=0.13s Sys=0.00s Real=0.02s
[2025-12-25T13:18:12.284+0000][gc,start    ] GC(14) Pause Young (Normal) (G1 Evacuation Pause)
[2025-12-25T13:18:12.286+0000][gc,task     ] GC(14) Using 8 workers of 8 for evacuation
[2025-12-25T13:18:12.313+0000][gc,phases   ] GC(14)   Pre Evacuate Collection Set: 1.6ms
[2025-12-25T13:18:12.313+0000][gc,phases   ] GC(14)   Merge Heap Roots: 0.2ms
[2025-12-25T13:18:12.313+0000][gc,phases   ] GC(14)   Evacuate Collection Set: 23.0ms
[2025-12-25T13:18:12.313+0000][gc,phases   ] GC(14)   Post Evacuate Collection Set: 1.7ms
[2025-12-25T13:18:12.313+0000][gc,phases   ] GC(14)   Other: 0.4ms
[2025-12-25T13:18:12.313+0000][gc,heap     ] GC(14) Eden regions: 602->0(600)
[2025-12-25T13:18:12.313+0000][gc,heap     ] GC(14) Survivor regions: 12->14(77)
[2025-12-25T13:18:12.313+0000][gc,heap     ] GC(14) Old regions: 18->18
[2025-12-25T13:18:12.314+0000][gc,heap     ] GC(14) Humongous regions: 133->133
[2025-12-25T13:18:12.314+0000][gc,metaspace] GC(14) Metaspace: 13676K(14016K)->13676K(14016K) NonClass: 12077K(12288K)->12077K(12288K) Class: 1599K(1728K)->1599K(1728K)
[2025-12-25T13:18:12.314+0000][gc          ] GC(14) Pause Young (Normal) (G1 Evacuation Pause) 764M->164M(1024M) 29.585ms
[2025-12-25T13:18:12.314+0000][gc,cpu      ] GC(14) User=0.14s Sys=0.01s Real=0.03s
[2025-12-25T13:18:51.846+0000][gc,start    ] GC(15) Pause Young (Normal) (G1 Evacuation Pause)
[2025-12-25T13:18:51.847+0000][gc,task     ] GC(15) Using 8 workers of 8 for evacuation
[2025-12-25T13:18:51.868+0000][gc,phases   ] GC(15)   Pre Evacuate Collection Set: 1.3ms
[2025-12-25T13:18:51.869+0000][gc,phases   ] GC(15)   Merge Heap Roots: 0.2ms
[2025-12-25T13:18:51.869+0000][gc,phases   ] GC(15)   Evacuate Collection Set: 18.8ms
[2025-12-25T13:18:51.869+0000][gc,phases   ] GC(15)   Post Evacuate Collection Set: 1.3ms
[2025-12-25T13:18:51.869+0000][gc,phases   ] GC(15)   Other: 0.2ms
[2025-12-25T13:18:51.869+0000][gc,heap     ] GC(15) Eden regions: 600->0(604)
[2025-12-25T13:18:51.869+0000][gc,heap     ] GC(15) Survivor regions: 14->10(77)
[2025-12-25T13:18:51.869+0000][gc,heap     ] GC(15) Old regions: 18->18
[2025-12-25T13:18:51.869+0000][gc,heap     ] GC(15) Humongous regions: 133->133
[2025-12-25T13:18:51.869+0000][gc,metaspace] GC(15) Metaspace: 13698K(14016K)->13698K(14016K) NonClass: 12099K(12288K)->12099K(12288K) Class: 1599K(1728K)->1599K(1728K)
[2025-12-25T13:18:51.869+0000][gc          ] GC(15) Pause Young (Normal) (G1 Evacuation Pause) 764M->160M(1024M) 22.949ms
[2025-12-25T13:18:51.869+0000][gc,cpu      ] GC(15) User=0.15s Sys=0.00s Real=0.02s
[2025-12-25T13:19:22.139+0000][gc,start    ] GC(16) Pause Young (Normal) (G1 Evacuation Pause)
[2025-12-25T13:19:22.140+0000][gc,task     ] GC(16) Using 8 workers of 8 for evacuation
[2025-12-25T13:19:22.171+0000][gc,phases   ] GC(16)   Pre Evacuate Collection Set: 3.9ms
[2025-12-25T13:19:22.171+0000][gc,phases   ] GC(16)   Merge Heap Roots: 0.3ms
[2025-12-25T13:19:22.172+0000][gc,phases   ] GC(16)   Evacuate Collection Set: 25.3ms
[2025-12-25T13:19:22.172+0000][gc,phases   ] GC(16)   Post Evacuate Collection Set: 1.9ms
[2025-12-25T13:19:22.172+0000][gc,phases   ] GC(16)   Other: 0.2ms
[2025-12-25T13:19:22.172+0000][gc,heap     ] GC(16) Eden regions: 604->0(603)
[2025-12-25T13:19:22.172+0000][gc,heap     ] GC(16) Survivor regions: 10->11(77)
[2025-12-25T13:19:22.172+0000][gc,heap     ] GC(16) Old regions: 18->18
[2025-12-25T13:19:22.172+0000][gc,heap     ] GC(16) Humongous regions: 133->133
[2025-12-25T13:19:22.172+0000][gc,metaspace] GC(16) Metaspace: 13717K(14016K)->13717K(14016K) NonClass: 12118K(12288K)->12118K(12288K) Class: 1599K(1728K)->1599K(1728K)
[2025-12-25T13:19:22.172+0000][gc          ] GC(16) Pause Young (Normal) (G1 Evacuation Pause) 764M->161M(1024M) 33.258ms
[2025-12-25T13:19:22.173+0000][gc,cpu      ] GC(16) User=0.17s Sys=0.00s Real=0.04s
[2025-12-25T13:19:52.393+0000][gc,start    ] GC(17) Pause Young (Normal) (G1 Evacuation Pause)
[2025-12-25T13:19:52.394+0000][gc,task     ] GC(17) Using 8 workers of 8 for evacuation
[2025-12-25T13:19:52.424+0000][gc,phases   ] GC(17)   Pre Evacuate Collection Set: 2.0ms
